LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,FLAG_CODES,TOTAL_SPEND,Log_TOTAL_SPEND,Cluster_GMM,Prob_Cluster_0,Prob_Cluster_1,Prob_Cluster_2,Cluster_Label
DNK,1992,8.123,0.646,127.847,,661.14,6.495477013940726,2,0.005080707758694105,0.0012178794567139792,0.9937014127845918,Low Spend
DNK,1993,8.692,0.72,145.443,,754.65,6.6275783060161295,2,0.007546921764487804,0.001385432004908815,0.9910676462306035,Low Spend
DNK,1994,9.047,0.731,158.155,,823.38,6.714631588654096,2,0.009814654638311902,0.0015303276467953568,0.9886550177148926,Low Spend
DNK,1995,9.329,0.725,164.174,,859.18,6.757141669672459,2,0.011708767794383242,0.0016967844652743566,0.9865944477403424,Low Spend
DNK,1996,9.16,0.718,170.275,,896.17,6.7992453647263345,2,0.011568490124042211,0.0015417695999090453,0.9868897402760487,Low Spend
DNK,1997,9.295,0.72,179.425,,948.26,6.855682733689028,2,0.013245929050022929,0.0015945040993796576,0.9851595668505974,Low Spend
DNK,1998,10.367,0.783,201.887,,1070.85,6.977141406467145,2,0.02535686880509397,0.002612994164984855,0.9720301370299212,Low Spend
DNK,1999,9.051,0.755,201.247,,1071.0,6.977281341630747,2,0.014138173142341493,0.0013436006382446678,0.9845182262194139,Low Spend
DNK,2000,9.068,0.735,210.487,,1123.92,7.025467200998895,2,0.015214617998449378,0.0013210726369861365,0.9834643093645645,Low Spend
DNK,2001,8.983,0.759,224.017,,1200.46,7.091292762903657,2,0.016059998967390188,0.0012281381533387839,0.9827118628792711,Low Spend
DNK,2002,9.409,0.819,250.898,,1348.81,7.207719120786827,2,0.022652690236915865,0.0014198470171198623,0.9759274627459642,Low Spend
DNK,2003,9.241,0.823,253.303,B,1365.45,7.21997141487067,2,0.021393326243052416,0.0012982874734232131,0.9773083862835243,Low Spend
DNK,2004,8.921,0.804,264.636,,1430.23,7.266289493405789,2,0.019833128485579977,0.001086977241613242,0.9790798942728067,Low Spend
DNK,2005,8.58,0.78,266.357,,1443.5,7.2755185199062895,2,0.017385045343247415,0.0009261931084657137,0.9816887615482867,Low Spend
DNK,2006,8.718,0.799,298.291,,1621.89,7.3919637894937456,2,0.02152078213608474,0.0009220300351735114,0.9775571878287419,Low Spend
DNK,2007,8.886,0.829,322.787,,1762.88,7.475271207041897,2,0.025849536034050987,0.0009522822978044139,0.9731981816681446,Low Spend
DNK,2008,8.328,0.792,326.956,,1796.17,7.4939684844236965,2,0.020888826824716978,0.0007276372660459383,0.9783835359092372,Low Spend
DNK,2009,7.613,0.813,328.132,,1812.3,7.50290366865998,2,0.01582606781200253,0.000539160114882951,0.9836347720731146,Low Spend
DNK,2010,7.696,0.798,344.01,,1908.46,7.5545757585540425,2,0.017468664254297626,0.0005374786717433254,0.981993857073959,Low Spend
DNK,2011,7.819,0.797,354.029,B,1972.14,7.587381461437303,2,0.01913561310398661,0.0005522256776728392,0.9803121612183403,Low Spend
DNK,2012,7.395,0.759,340.25,,1902.53,7.55146533613965,2,0.01546599231798113,0.0004802907776102492,0.9840537169044085,Low Spend
DNK,2013,6.896,0.704,329.056,,1847.63,7.522200103196238,2,0.012357983167059437,0.0004129804280972393,0.9872290364048435,Low Spend
DNK,2014,6.757,0.693,331.484,,1870.72,7.534613073200861,2,0.01193102050827747,0.0003914029457704622,0.9876775765459519,Low Spend
DNK,2015,6.758,0.698,341.823,,1942.75,7.572374375927544,2,0.012505617117475689,0.00038025627417458856,0.9871141266083497,Low Spend
FIN,1970,13.822,0.689,23.396,,107.77,4.689235561105759,2,0.003520717170624873,0.027471953682838057,0.9690073291465371,Low Spend
FIN,1971,14.426,0.763,27.808,,128.25,4.861748513388538,2,0.00637820696632594,0.041326069640121345,0.9522957233935525,Low Spend
FIN,1972,14.398,0.775,31.569,,146.47,4.993624765262849,2,0.007909170311201912,0.04132097909003855,0.9507698505987595,Low Spend
FIN,1973,13.736,0.718,32.836,,153.22,5.038380154404814,2,0.006146468174958831,0.026825227705946256,0.9670283041190948,Low Spend
FIN,1974,13.361,0.691,35.324,,165.69,5.116135799954996,2,0.005839283278451214,0.021272774269930572,0.9728879424516184,Low Spend
FIN,1975,12.871,0.727,41.194,,194.08,5.273409730841852,2,0.005996684931276004,0.015797586647028915,0.9782057284216951,Low Spend
FIN,1976,12.746,0.763,45.628,,215.62,5.378144666407591,2,0.0067123476286852024,0.014606912874154967,0.9786807394971598,Low Spend
FIN,1977,12.686,0.785,49.848,,236.22,5.4689879806011295,2,0.007567673517750153,0.014026552488145952,0.9784057739941038,Low Spend
FIN,1978,12.685,0.778,54.215,,257.66,5.5555144579870985,2,0.008709881475655058,0.013947261654860581,0.9773428568694843,Low Spend
FIN,1979,11.983,0.717,57.822,,275.5,5.6222108209623896,2,0.0069497997408268725,0.009185437273943674,0.9838647629852295,Low Spend
FIN,1980,11.217,0.663,61.236,,292.68,5.682490739188579,2,0.005402650492909644,0.0060463258611940796,0.9885510236458962,Low Spend
FIN,1981,10.899,0.658,66.995,,321.57,5.776320166946524,2,0.0054340610598707095,0.005053514583126972,0.9895124243570023,Low Spend
FIN,1982,10.391,0.637,70.618,,340.87,5.8344305478407765,2,0.0047821555362513,0.003920269324538198,0.9912975751392105,Low Spend
FIN,1983,10.642,0.662,78.166,,379.56,5.9416438521240265,2,0.006252740056959609,0.0042669851784096855,0.9894802747646307,Low Spend
FIN,1984,10.57,0.662,83.116,,405.76,6.008223330922936,2,0.006700936862170511,0.004041539316327309,0.9892575238215022,Low Spend
FIN,1985,10.174,0.677,90.468,,443.49,6.096927557513042,2,0.00645875585424447,0.0032606994292789467,0.9902805447164766,Low Spend
FIN,1986,10.079,0.681,95.015,,467.3,6.149109116189496,2,0.00670211795983207,0.0030656515622608078,0.9902322304779072,Low Spend
FIN,1987,10.069,0.694,102.609,,506.08,6.2286687820705255,2,0.007501684915426143,0.00296539204285695,0.9895329230417168,Low Spend
FIN,1988,9.968,0.668,107.207,,530.3,6.275326833456898,2,0.007695574806699523,0.002782312467795845,0.9895221127255047,Low Spend
FIN,1989,9.812,0.661,115.48,,573.29,6.353134495216475,2,0.008068764899261076,0.0025147088809817524,0.9894165262197571,Low Spend
FIN,1990,9.864,0.715,129.76,,647.04,6.473952422842217,2,0.009823156460635016,0.002455133699291497,0.9877217098400736,Low Spend
FIN,1991,10.343,0.86,150.883,,756.49,6.630010335976254,2,0.015207200778317723,0.002936502800277609,0.9818562964214047,Low Spend
FIN,1992,11.166,0.951,164.015,,826.96,6.71896484403959,2,0.025461058791523022,0.00453138368002201,0.970007557528455,Low Spend
FIN,1993,12.652,0.991,172.839,B,875.68,6.776142045513518,2,0.05852295147568665,0.011852867995060442,0.9296241805292529,Low Spend
FIN,1994,13.733,1.0,184.471,,938.65,6.84550746550261,2,0.11379348773593714,0.025998619467303932,0.860207892796759,Low Spend
FIN,1995,14.321,1.053,205.851,,1051.44,6.958866556805678,2,0.17953171989553934,0.03985637401244401,0.7806119060920165,Low Spend
FIN,1996,14.875,1.112,223.071,,1143.14,7.0424085420745905,2,0.258664646704901,0.059238702189730846,0.6820966511053679,Low Spend
FIN,1997,15.244,1.087,236.623,,1216.2,7.104308418022816,2,0.323980788245372,0.07584044278689901,0.6001787689677289,Low Spend
FIN,1998,14.646,0.999,235.186,,1212.03,7.100876640707467,2,0.2517134585097426,0.04900382147268113,0.6992827200175764,Low Spend
FIN,1999,15.566,1.058,262.083,,1353.78,7.21139435850811,2,0.40718166103485215,0.09022232919532239,0.5025960097698254,Low Spend
FIN,2000,15.619,1.068,285.448,B,1477.54,7.298810393373642,2,0.45039766904847284,0.08895661884847192,0.4606457121030554,Low Spend
FIN,2001,16.076,1.123,312.574,,1621.64,7.391809731450532,0,0.5462250823023233,0.11110821267143771,0.342666705026239,High Spend
FIN,2002,16.247,1.196,341.56,,1776.32,7.482861890726881,0,0.6017883020093331,0.11420233471747304,0.28400936327319387,High Spend
FIN,2003,16.126,1.236,358.157,,1867.08,7.53266644442422,0,0.6094287927647797,0.10228071521002731,0.2882904920251931,High Spend
FIN,2004,16.223,1.264,393.582,,2057.71,7.629834852037769,0,0.6568343078512394,0.0990700057486013,0.24409568640015922,High Spend
FIN,2005,16.109,1.288,412.21,,2162.49,7.679477937514206,0,0.6645482028047586,0.08883805451243165,0.2466137426828098,High Spend
FIN,2006,14.67,1.174,403.756,,2126.29,7.662604148172577,2,0.46520501577543677,0.03752506560381331,0.49726991862075004,Low Spend
FIN,2007,14.676,1.149,432.867,,2289.31,7.736442458565473,0,0.49660881253271527,0.035715685461181174,0.4676755020061033,High Spend
FIN,2008,14.585,1.179,471.269,,2504.04,7.826059981455349,0,0.5194310688320286,0.03142962593438856,0.4491393052335829,High Spend
FIN,2009,14.059,1.247,472.342,,2521.77,7.833112783169718,2,0.4398517934145777,0.022158072106449028,0.537990134478973,Low Spend
FIN,2010,13.512,1.198,465.105,,2494.52,7.822252403303516,2,0.353454650330293,0.01536977459603772,0.6311755750736693,Low Spend
FIN,2011,12.919,1.156,470.342,,2534.33,7.838079085067719,2,0.27950690117919724,0.010061653155639763,0.710431445665163,Low Spend
FIN,2012,12.622,1.173,476.358,,2578.99,7.855540801939159,2,0.24957499819106535,0.008089800840063142,0.7423352009688715,Low Spend
FIN,2013,12.471,1.184,488.809,,2658.62,7.885938534427834,2,0.24136074600347898,0.0071608269852194446,0.7514784270113015,Low Spend
FIN,2014,12.327,1.169,485.113,,2649.45,7.882484715884712,2,0.2249608931061926,0.0064871168978025045,0.7685519899960048,Low Spend
FIN,2015,12.546,1.185,501.003,,2745.26,7.9179952650212755,2,0.25912736349023785,0.007415321317648148,0.7334573151921139,Low Spend
FRA,1970,24.413,1.266,47.192,,2455.64,7.806549841639534,1,0.054798111490346225,0.9451937412794195,8.147230234286184e-06,Medium Spend
FRA,1975,20.741,1.273,75.78,,4111.26,8.32172803470808,0,0.6065215762675126,0.3921532896306472,0.0013251341018403787,High Spend
FRA,1980,16.389,1.104,107.277,,5936.79,8.689092289255424,0,0.9209768879180611,0.03072953468887619,0.04829357739306283,High Spend
FRA,1985,16.577,1.267,167.728,,9526.23,9.161909293327827,0,0.9632165578225299,0.017471618567237873,0.019311823610232134,High Spend
FRA,1990,17.282,1.375,244.051,,14280.11,9.566692963965108,0,0.9803052888360837,0.01435226589591923,0.005342445267996958,High Spend
FRA,1991,17.702,1.448,266.943,,15632.0,9.657139343577324,0,0.980808568725701,0.01605993193076686,0.003131499343532231,High Spend
FRA,1992,17.619,1.48,282.21,,16608.4,9.717724079137316,0,0.9828874465363482,0.014066020296087998,0.0030465331675639386,High Spend
FRA,1993,18.002,1.586,306.279,,18103.16,9.803897025100214,0,0.9825072151635806,0.01565071049426299,0.0018420743421565286,High Spend
FRA,1994,17.898,1.574,316.56,,18780.62,9.840634011022734,0,0.9841171035914106,0.013976864732381519,0.0019060316762079836,High Spend
FRA,1995,15.393,1.513,316.071,B,18819.47,9.842700386260057,0,0.9793894482996676,0.0035289758202050113,0.01708157588012752,High Spend
FRA,1996,15.224,1.497,321.77,,19226.75,9.864109827057057,0,0.9779098211576015,0.0031414646555127444,0.018948714186885738,High Spend
FRA,1997,15.462,1.501,336.182,,20159.1,9.911460682490462,0,0.9822294825554552,0.0032929920532312946,0.014477525391313688,High Spend
FRA,1998,15.872,1.525,358.556,,21580.16,9.9795759908429,0,0.9871195264738217,0.0036689586055641855,0.009211514920614063,High Spend
FRA,1999,16.395,1.576,385.896,,23345.44,10.058199788946684,0,0.9905206967476221,0.004319823655576474,0.0051594795968013234,High Spend
FRA,2000,16.899,1.612,423.358,,25787.79,10.157695180364886,0,0.9922506077678568,0.004957359661848087,0.0027920325702949166,High Spend
FRA,2001,17.333,1.675,464.882,,28523.97,10.258535123020696,0,0.9928835545420079,0.005533277029696376,0.001583168428295815,High Spend
FRA,2002,17.188,1.716,492.632,,30447.25,10.323783800222138,0,0.9937559744138009,0.004621018700282211,0.0016230068859169001,High Spend
FRA,2003,17.559,1.763,499.545,B,31094.12,10.344806172671884,0,0.9932781280272336,0.0056146539235567275,0.0011072180492096417,High Spend
FRA,2004,17.63,1.785,522.087,,32737.41,10.396304285298676,0,0.9935969693320039,0.005454388126012716,0.0009486425419832376,High Spend
FRA,2005,17.568,1.788,548.873,,34677.44,10.453873447183764,0,0.9942494034168377,0.004837998294300223,0.0009125982888620579,High Spend
FRA,2006,17.322,1.74,567.916,B,36131.6,10.49495078391067,0,0.9950047813640729,0.003920750429508998,0.0010744682064180043,High Spend
FRA,2007,17.21,1.714,587.233,,37592.44,10.534584846071553,0,0.9954238870191211,0.003459102479749261,0.001117010501129621,High Spend
FRA,2008,17.044,1.722,607.178,,39087.08,10.573572840159365,0,0.995820784115923,0.002956582291987447,0.0012226335920896966,High Spend
FRA,2009,16.623,1.796,626.498,,40538.83,10.610040226607953,0,0.9961186051635871,0.002181629454673868,0.001699765381738855,High Spend
FRA,2010,16.358,1.752,633.393,,41187.97,10.625925781048036,0,0.9960638711072808,0.0018266935108118057,0.0021094353819073115,High Spend
FRA,2011,16.072,1.724,647.845,,42331.99,10.65332196650351,0,0.9958981561364507,0.0014896858661081237,0.0026121579974411626,High Spend
FRA,2012,15.572,1.686,636.86,,41816.09,10.641060386630418,0,0.9947004181958873,0.0011510078625768577,0.004148573941535865,High Spend
FRA,2013,14.995,1.639,649.403,,42859.67,10.665709901196566,0,0.9926150748028117,0.0008164434993359631,0.006568481697852513,High Spend
FRA,2014,15.009,1.666,670.042,,44445.2,10.702034747973794,0,0.9930867923998852,0.0007772968106571513,0.006135910789457793,High Spend
FRA,2015,14.738,1.631,667.551,,44474.96,10.702704097461282,0,0.9916111374000051,0.0006755072680505113,0.007713355331944304,High Spend
DEU,1970,17.002,0.971,44.789,,3501.12,8.161123778392364,0,0.8496543528976865,0.08236528166868226,0.06798036543363115,High Spend
DEU,1971,16.225,1.004,50.027,,3917.76,8.273530556212105,0,0.8479244807884928,0.0488193725566976,0.10325614665480955,High Spend
DEU,1972,15.851,1.032,55.594,,4374.61,8.383801217643883,0,0.8501506101721356,0.035219707297470024,0.11462968253039424,High Spend
DEU,1973,15.289,1.044,61.847,,4882.0,8.49351506406166,0,0.8334304382502113,0.02305639678098371,0.143513164968805,High Spend
DEU,1974,14.881,1.094,71.174,,5620.43,8.63434135891981,0,0.8303731242754251,0.01564730971808817,0.15397956600648682,High Spend
DEU,1975,14.332,1.149,81.25,,6392.23,8.762994896969255,0,0.8075668771588645,0.010032299168648763,0.18240082367248653,High Spend
DEU,1976,14.234,1.144,89.973,,7048.21,8.8606708327899,0,0.8211019926447894,0.008405124375853307,0.17049288297935736,High Spend
DEU,1977,13.85,1.104,95.521,,7465.9,8.91823519868675,0,0.794525961834096,0.006426967157497975,0.1990470710084059,High Spend
DEU,1978,13.955,1.123,107.207,,8371.99,9.032766327888659,0,0.8326566631631988,0.005813740893454774,0.16152959594334657,High Spend
DEU,1979,13.881,1.096,117.938,,9214.07,9.128595466385436,0,0.8459768748999008,0.004917779772141479,0.14910534532795763,High Spend
DEU,1980,13.895,1.125,133.445,,10447.22,9.254186907956086,0,0.8709356344480009,0.004150820413360802,0.12491354513863842,High Spend
DEU,1981,13.98,1.174,152.687,,11971.87,9.390398535894597,0,0.8985838396359682,0.003549568973361242,0.09786659139067069,High Spend
DEU,1982,13.99,1.151,158.52,,12417.41,9.426935327968625,0,0.9042708086956533,0.0033802771577801445,0.09234891414656649,High Spend
DEU,1983,14.21,1.168,170.399,,13312.98,9.496569889981362,0,0.9249003836778348,0.0033779091173638544,0.07172170720480138,High Spend
DEU,1984,14.27,1.19,185.523,,14444.58,9.578143764396088,0,0.9359163846906198,0.003074387765911911,0.06100922754346843,High Spend
DEU,1985,14.302,1.213,200.236,,15555.31,9.652221623079136,0,0.9437549640761502,0.0027905606506354453,0.05345447527321437,High Spend
DEU,1986,14.357,1.203,206.996,,16087.82,9.685879899820412,0,0.9484472094386025,0.0027205138670872236,0.04883227669431005,High Spend
DEU,1987,14.592,1.237,221.093,,17209.86,9.753295858904202,0,0.9602831720095909,0.0027413253741572045,0.03697550261625204,High Spend
DEU,1988,14.634,1.267,241.921,,18904.82,9.847225090152955,0,0.9665281320965611,0.0024226517908102147,0.0310492161126287,High Spend
DEU,1989,14.819,1.195,243.328,,19162.39,9.860756966980862,0,0.9710877300363636,0.0025922039480882598,0.026320066015547903,High Spend
DEU,1990,14.709,1.181,258.39,,20524.7,9.92943303848938,0,0.9719525642078396,0.0022134715545899515,0.02583396423757061,High Spend
DEU,1992,15.365,1.388,301.102,B,24276.23,10.097294152997954,0,0.9859398412134532,0.002365426423324722,0.011694732363222141,High Spend
DEU,1993,13.771,1.239,271.19,,22008.79,9.999242633357317,0,0.9511140837274125,0.0012834361428576179,0.04760248012972995,High Spend
DEU,1994,13.388,1.236,282.377,,22996.32,10.043132966382972,0,0.9399399137017356,0.0010086670358130801,0.05905141926245149,High Spend
DEU,1995,13.176,1.253,296.636,,24228.65,10.09533236880323,0,0.9353290742877068,0.0008459725525194675,0.0638249531597736,High Spend
DEU,1996,13.456,1.318,319.619,,26181.54,10.172848055384128,0,0.9523829671424666,0.0008483694628646369,0.0467686633946687,High Spend
DEU,1997,13.439,1.301,322.366,,26445.22,10.182868515920555,0,0.9524869669489526,0.000828738118429009,0.04668429493261824,High Spend
DEU,1998,13.956,1.354,345.877,,28378.24,10.25341317093333,0,0.9705114571821124,0.000938064399088813,0.02855047841879893,High Spend
DEU,1999,13.996,1.367,363.37,,29832.77,10.303396252359228,0,0.9734080719816132,0.0008832280516989677,0.025708699966688044,High Spend
DEU,2000,14.082,1.386,381.455,,31359.99,10.353320042843608,0,0.9768299781797363,0.0008498058942595353,0.022320215926004198,High Spend
DEU,2001,14.692,1.451,418.329,,34449.36,10.447274726314635,0,0.9871658643105572,0.0009839994189998645,0.01185013627044282,High Spend
DEU,2002,14.916,1.51,447.719,,36931.67,10.516851804177113,0,0.9901732883794547,0.0009879491819589081,0.008838762438586445,High Spend
DEU,2003,14.936,1.547,469.542,,38753.26,10.564995964222902,0,0.9910054524856613,0.0009261500280218392,0.008068397486316697,High Spend
DEU,2004,14.348,1.454,462.927,,38199.0,10.550590794594667,0,0.9858690721330631,0.000706757195936536,0.01342417067100013,High Spend
DEU,2005,15.387,1.581,512.48,,42263.93,10.65171294314493,0,0.9941817065326659,0.0010251879015149108,0.004793105565819116,High Spend
DEU,2006,14.983,1.518,527.646,,43465.6,10.679748106063073,0,0.9927126657851753,0.0007938899574952097,0.006493444257329558,High Spend
DEU,2007,15.321,1.53,566.139,,46574.2,10.74882348960979,0,0.9947880076993862,0.0008524966148019421,0.004359495685811666,High Spend
DEU,2008,15.339,1.562,603.742,,49573.31,10.811228034985538,0,0.9953253955750341,0.0007819989009425749,0.0038926055240235515,High Spend
DEU,2009,15.207,1.698,640.783,,52481.61,10.868237155613022,0,0.995335957245753,0.0006670951114773069,0.003996947642769547,High Spend
DEU,2010,14.968,1.652,660.571,,54019.47,10.89711832779006,0,0.9947347207710325,0.0005617117816451199,0.004703567447322353,High Spend
DEU,2011,14.255,1.532,654.053,,52504.09,10.86866539626109,0,0.9906064475995322,0.00040799159543211276,0.008985560805035875,High Spend
DEU,2012,14.102,1.524,663.777,,53384.81,10.885300259298646,0,0.98968326922918,0.0003684722719513998,0.009948258498868769,High Spend
DEU,2013,13.995,1.535,694.318,,55993.7,10.933012322381225,0,0.9895537234522239,0.00032400280913114977,0.010122273738645146,High Spend
DEU,2014,14.359,1.587,746.704,,60469.96,11.009918528782055,0,0.9929919671658379,0.0003433940370106051,0.006664638797151596,High Spend
DEU,2015,14.31,1.596,765.97,,62569.49,11.04404904019077,0,0.9930831189307956,0.0003172986857909423,0.0065995823834136165,High Spend
GRC,1988,15.393,0.844,101.924,,1023.01,6.93148157117677,2,0.2796719089058833,0.08984234651116173,0.6304857445829549,Low Spend
GRC,1989,14.147,0.851,110.191,,1111.77,7.014607681223546,2,0.17800083893008634,0.03443340417370755,0.787565756896206,Low Spend
GRC,1990,14.942,0.907,120.531,,1229.03,7.114793838312928,2,0.29075432931135003,0.06070543688376942,0.6485402338048808,Low Spend
GRC,1991,17.082,1.012,141.532,,1460.6,7.287287005063797,0,0.5832008418926039,0.2086747656179825,0.20812439248941356,High Spend
GRC,1992,17.802,1.154,164.945,,1715.27,7.447908610328192,0,0.6472027633407366,0.25448826841276323,0.09830896824649998,High Spend
GRC,1993,17.283,1.257,179.964,,1882.5,7.540887027132095,0,0.6828835480972426,0.18503110402120285,0.13208534788155446,High Spend
GRC,1994,16.73,1.335,198.096,,2082.57,7.641838047610346,0,0.69872122887075,0.12802846862332173,0.1732503025059282,High Spend
GRC,1995,16.305,1.3,200.21,,2114.65,7.657117372869817,0,0.6743127062340643,0.10097308814966482,0.22471420561627092,High Spend
GRC,1996,16.693,1.315,212.121,,2250.35,7.719285315270433,0,0.722869047493541,0.11631398752697261,0.16081696497948653,High Spend
GRC,1997,16.871,1.298,222.511,,2372.25,7.772015602761908,0,0.7476012711514791,0.12039602854710617,0.1320027003014149,High Spend
GRC,1998,14.475,1.097,197.608,,2118.46,7.658916618239046,2,0.4339118244849502,0.03301388779730146,0.5330742877177485,Low Spend
GRC,1999,15.079,1.171,216.13,,2325.93,7.752305081199636,0,0.5640892723243698,0.045542185093451065,0.390368542582179,High Spend
GRC,2000,19.871,1.439,280.723,,3033.44,8.0177821724655,0,0.6411126524905812,0.35319004778191776,0.005697299727501011,High Spend
GRC,2001,19.075,1.524,320.158,,3477.6,8.154385192974052,0,0.7677487158368123,0.22148083910436508,0.010770445058822518,High Spend
GRC,2002,19.949,1.643,371.489,,4049.98,8.306714106137923,0,0.7133503786609505,0.28325728769914543,0.003392333639904027,High Spend
GRC,2003,21.388,1.753,418.525,,4573.67,8.428289843960505,0,0.5320829247183675,0.4674161420033256,0.0005009332783068181,High Spend
GRC,2004,23.038,1.827,465.174,,5096.05,8.536417219983903,1,0.27671865812797775,0.7232429725738788,3.836929814349957e-05,Medium Spend
GRC,2005,22.338,2.01,514.01,,5647.59,8.639161235473702,1,0.423902554519014,0.5759979041439575,9.954133702869667e-05,Medium Spend
GRC,2006,23.613,2.117,604.089,,6657.28,8.803616471921769,1,0.245322329094718,0.7546671816745874,1.048923069477102e-05,Medium Spend
GRC,2007,25.798,2.337,684.401,,7561.59,8.930969003094729,1,0.051762707463563026,0.9482371551015184,1.374349186069874e-07,Medium Spend
GRC,2009,27.171,2.573,782.011,B,8685.81,9.069561062258327,1,0.016179532896064854,0.9838204612323596,5.8715757329353665e-09,Medium Spend
GRC,2010,28.633,2.737,771.997,,8585.64,9.057962785955295,1,0.003547369493810028,0.9964526303039526,2.0223726046753214e-10,Medium Spend
GRC,2011,30.742,2.797,731.159,,8119.45,9.002140850339375,1,0.0003192219275422495,0.9996807780712592,1.1983502958694108e-12,Medium Spend
GRC,2012,29.055,2.55,644.747,,7121.24,8.870977561669271,1,0.0019347608843777939,0.9980652390173842,9.823819273984839e-11,Medium Spend
GRC,2013,27.742,2.312,603.509,,6617.6,8.797639146203391,1,0.007193745774021387,0.9928062518622179,2.3637604335087605e-09,Medium Spend
GRC,2014,26.701,2.12,560.435,,6104.49,8.716943645404239,1,0.01854844800877308,0.9814515253333026,2.665792433616424e-08,Medium Spend
GRC,2015,25.878,2.17,571.913,,6188.6,8.730625743235246,1,0.039998531867660836,0.9600013181178143,1.5001452468889635e-07,Medium Spend
HUN,1991,30.084,1.918,158.865,,1647.97,7.407906129549959,1,0.00020736646475659853,0.9997926334397989,9.544460685304946e-11,Medium Spend
HUN,1992,28.857,1.981,162.754,,1687.65,7.431684672125105,1,0.0007431363529615309,0.9992568621320185,1.5150199290101997e-09,Medium Spend
HUN,1993,30.694,2.127,178.094,,1844.61,7.520565125137019,1,0.00011712526189677433,0.9998828747196709,1.8432400637597725e-11,Medium Spend
HUN,1994,30.348,2.248,198.12,,2049.23,7.625707260961003,1,0.00018388662029247127,0.99981611334468,3.502754372428128e-11,Medium Spend
HUN,1995,26.713,1.802,164.765,,1701.85,7.440058596924358,1,0.005664407916177518,0.9943354455239903,1.4655983210139748e-07,Medium Spend
HUN,1996,27.273,1.816,169.22,,1744.87,7.465008277728371,1,0.003490082229187607,0.9965098733518836,4.4418928691458564e-08,Medium Spend
HUN,1997,27.639,1.747,171.035,,1760.03,7.473654144126226,1,0.00250266788613525,0.9974973118693478,2.024451693908565e-08,Medium Spend
HUN,2001,29.674,2.028,268.268,,2733.0,7.913521017283895,1,0.0004695145764414529,0.9995304853177461,1.0581226772986889e-10,Medium Spend
HUN,2002,28.947,2.063,299.439,,3041.88,8.02055971435108,1,0.0010935219772626235,0.9989064775392481,4.834892065267765e-10,Medium Spend
HUN,2003,27.593,2.247,346.433,B,3509.21,8.163431143730055,1,0.004792445404130923,0.9952075463971867,8.198682408664337e-09,Medium Spend
HUN,2004,29.108,2.267,367.309,,3712.45,8.219716642632008,1,0.0010853466962602936,0.9989146530613356,2.424041390402789e-10,Medium Spend
HUN,2005,31.27,2.511,427.151,,4308.7,8.368623575106769,1,0.00011079893373887546,0.9998892010653018,9.595092346717057e-13,Medium Spend
HUN,2006,31.981,2.507,457.09,,4603.52,8.434793708728924,1,4.9994082837926266e-05,0.9999500059170263,1.3570759058165282e-13,Medium Spend
HUN,2007,31.617,2.294,434.32,,4367.43,8.382158955802968,1,7.447771651993845e-05,0.999925522283095,3.850529185715663e-13,Medium Spend
HUN,2008,31.912,2.277,468.726,,4705.16,8.456627567859371,1,5.507791698763141e-05,0.9999449220828567,1.559362840056071e-13,Medium Spend
HUN,2009,32.863,2.394,492.437,,4935.52,8.504415908496757,1,1.7755684461832364e-05,0.9999822443155267,1.1403065735182139e-14,Medium Spend
HUN,2010,33.273,2.515,539.855,B,5398.56,8.594072747751088,1,1.1173891860160874e-05,0.9999888261081368,3.1241478878190856e-15,Medium Spend
HUN,2011,35.001,2.653,603.042,,6013.37,8.701906884768743,1,1.2213376318715013e-06,0.9999987786623679,1.8912589803011492e-17,Medium Spend
HUN,2012,32.579,2.443,561.746,,5572.72,8.625817973554472,1,2.7192544568974007e-05,0.9999728074554116,1.9290700543474512e-14,Medium Spend
HUN,2013,30.293,2.208,537.976,,5322.24,8.579837419513106,1,0.0003938811071937498,0.9996061188851092,7.69700789845197e-12,Medium Spend
HUN,2014,30.173,2.155,549.292,,5419.57,8.597956254955792,1,0.0004568698370613173,0.9995431301528923,1.0046239163907062e-11,Medium Spend
HUN,2015,29.215,2.114,558.878,,5501.05,8.612876029047735,1,0.001324923162287318,0.9986750767370977,1.0061519385139782e-10,Medium Spend
ISL,1970,17.13,0.792,30.757,,6.29,1.986503546020567,2,0.00010640094850472052,0.08386491838722385,0.9160286806642706,Low Spend
ISL,1971,17.31,0.874,40.03,,8.25,2.224623551524334,2,0.00018358199655910853,0.105523254213435,0.8942931637900059,Low Spend
ISL,1972,17.838,0.883,44.143,,9.23,2.325324579963535,2,0.0002802570000703871,0.15358493908339227,0.8461348039165375,Low Spend
ISL,1973,16.597,0.753,41.747,,8.86,2.288486168614544,2,0.0001522312903021038,0.07160271864846333,0.9282450500612344,Low Spend
ISL,1974,13.78,0.714,44.978,,9.68,2.3683728335320486,2,5.61535670012924e-05,0.019122270770851664,0.9808215756621467,Low Spend
ISL,1975,16.23,0.908,62.126,,13.54,2.6769034721053733,2,0.00027359270086457657,0.06868145548886688,0.9310449518102684,Low Spend
ISL,1976,14.845,0.779,59.009,,12.99,2.63834278867739,2,0.0001399864555490629,0.03223645758288546,0.9676235559615657,Low Spend
ISL,1977,14.553,0.757,65.7,,14.57,2.745345985845907,2,0.00015132285178750065,0.0288580153974955,0.9709906617507169,Low Spend
